Author	DOB	POB	DOD	POD	Link	identifier
Frans Verstreken	1923		2003		https://www.dbnl.org/auteurs/auteur.php?id=vers050	vers050
Roover de Rik	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=roov012	roov012
Yrjö Kaijärvi	19 april 1896	Juuka	6 februari 1971	Rautalampi	https://www.dbnl.org/auteurs/auteur.php?id=kaij002	kaij002
Hans Reykers	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=reyk001	reyk001
Alex de Herdt	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=herd017	herd017
G. Jo Steenbergen	1922		1997		https://www.dbnl.org/auteurs/auteur.php?id=stee019	stee019
W. Everaet	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=ever138	ever138
Paul de Keyser	14 oktober 1891	Gent	22 februari 1966	Gent	https://www.dbnl.org/auteurs/auteur.php?id=keys004	keys004
Jos van der Steen	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=stee186	stee186
Henri Schoofs	28 mei 1925		10 februari 2006		https://www.dbnl.org/auteurs/auteur.php?id=scho107	scho107
Gaston Duribreux	28 mei 1903	Oostende	27 mei 1986	Oostende	https://www.dbnl.org/auteurs/auteur.php?id=duri001	duri001
Johan van Mechelen	27 december 1925	Mechelen	1 december 2007	Gent	https://www.dbnl.org/auteurs/auteur.php?id=mech002	mech002
Fr. Claessens	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=clae119	clae119
Victor Heylen	11 oktober 1906		19 april 1981		https://www.dbnl.org/auteurs/auteur.php?id=heyl027	heyl027
Ver. van de Vijver	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vijv012	vijv012
Margriet Baers	26 mei 1889	Antwerpen	12 oktober 1922		https://www.dbnl.org/auteurs/auteur.php?id=baer085	baer085
Hubert Verwilghen	1883		1955		https://www.dbnl.org/auteurs/auteur.php?id=verw072	verw072
Raymond Pouilliart	1919		1995		https://www.dbnl.org/auteurs/auteur.php?id=poui002	poui002
Adolf Herckenrath	2 juni 1879	Aalst	4 juli 1958	Gent	https://www.dbnl.org/auteurs/auteur.php?id=herc003	herc003
C.J. Lannoy	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=lann024	lann024
Daan Boens	4 juni 1893	Oostende	28 januari 1977	Gent	https://www.dbnl.org/auteurs/auteur.php?id=boen003	boen003
Rik Zienstra	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=zien001	zien001
Jan Leyten	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=leyt004	leyt004
Joris Taels	29 juni 1916	Antwerpen	28 november 2010	Edegem	https://www.dbnl.org/auteurs/auteur.php?id=tael011	tael011
Albert Speekaert	1915		1982		https://www.dbnl.org/auteurs/auteur.php?id=spee004	spee004
Roger Ghesquiere	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=ghes010	ghes010
Andries Poppe	6 juni 1921	Wenduine	1992		https://www.dbnl.org/auteurs/auteur.php?id=popp001	popp001
Erik van Ruysbeek	25 april 1915	Brussel	8 april 2004	Etterbeek	https://www.dbnl.org/auteurs/auteur.php?id=ruys004	ruys004
Herman van Snick	19 januari 1914	Antwerpen	19 januari 2002	Koksijde	https://www.dbnl.org/auteurs/auteur.php?id=snic001	snic001
August Govaers	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=gova013	gova013
J. Leenen	18 mei 1891		29 juli 1976		https://www.dbnl.org/auteurs/auteur.php?id=leen008	leen008
Theo Luyckx	1913		1977		https://www.dbnl.org/auteurs/auteur.php?id=luyc007	luyc007
Jules Van Ackere	8 februari 1914	Heule	3 of 12 februari 2008	Ukkel	https://www.dbnl.org/auteurs/auteur.php?id=acke023	acke023
Willem Doevenspeck	29 mei 1904	Borgerhout	21 december 1982	Deurne	https://www.dbnl.org/auteurs/auteur.php?id=doev006	doev006
Leo Simoens	11 april 1915	Sint-Andries			https://www.dbnl.org/auteurs/auteur.php?id=simo074	simo074
Ernst Wiechert	1887		1950		https://www.dbnl.org/auteurs/auteur.php?id=wiec001	wiec001
Charles van Lerberghe	21 oktober 1861	Gent	26 oktober 1907		https://www.dbnl.org/auteurs/auteur.php?id=lerb001	lerb001
Josef Goedertier	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=goed041	goed041
Friedrich Rückert	1788		1866		https://www.dbnl.org/auteurs/auteur.php?id=ruck005	ruck005
S.J. de Hoest	19 juni 1804	Amsterdam	13 februari 1877	Nijkerk	https://www.dbnl.org/auteurs/auteur.php?id=hoes003	hoes003
Frank Baur	20 april 1887	Vilvoorde	9 januari 1969	Waasmunster	https://www.dbnl.org/auteurs/auteur.php?id=baur001	baur001
Jan Elemans	30 juli 1924	Ravenstein			https://www.dbnl.org/auteurs/auteur.php?id=elem003	elem003
Luc Debaene	21 april 1920	Antwerpen	29 augustus 1974	Berchem	https://www.dbnl.org/auteurs/auteur.php?id=deba001	deba001
J.J. Mak	5 juli 1908	Rotterdam	23 mei 1975	Leiden	https://www.dbnl.org/auteurs/auteur.php?id=mak_001	mak_001
N. Machiavelli	1469		1527		https://www.dbnl.org/auteurs/auteur.php?id=mach003	mach003
S.A. Vosters	1925	Teteringen	24 april 2015	Etten-Leur	https://www.dbnl.org/auteurs/auteur.php?id=vost002	vost002
Paul Possemiers	20 augustus 1921	Antwerpen	24 februari 2011	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=poss001	poss001
Karel de Busschere	27 juni 1912	Oostnieuwkerke	8 oktober 1998	Ieper	https://www.dbnl.org/auteurs/auteur.php?id=buss005	buss005
Jos Smeyers	16 augustus 1926	Kessel-Lo			https://www.dbnl.org/auteurs/auteur.php?id=smey001	smey001
Lode Wils	1929	Antwerpen			https://www.dbnl.org/auteurs/auteur.php?id=wils002	wils002
M. Hanot	14 februari 1926	Peer	24 oktober 2011		https://www.dbnl.org/auteurs/auteur.php?id=hano002	hano002
Tirso de Molina	24 maart 1579		12 maart 1648		https://www.dbnl.org/auteurs/auteur.php?id=moli020	moli020
Eugène van Itterbeek	21 januari 1934	Kessel-Lo	24 april 2012	Sibiu	https://www.dbnl.org/auteurs/auteur.php?id=itte001	itte001
Gaston Durnez	9 september 1928				https://www.dbnl.org/auteurs/auteur.php?id=durn001	durn001
Maurits Engelborghs	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=enge105	enge105
Bernard Henry	17 januari 1924				https://www.dbnl.org/auteurs/auteur.php?id=henr042	henr042
Paulus de Kempenaer	ca. 1554		ca. 1618		https://www.dbnl.org/auteurs/auteur.php?id=kemp012	kemp012
Pierre Lambrechts	28 juni 1910	Laken	21 juni 1974	Brussel	https://www.dbnl.org/auteurs/auteur.php?id=lamb030	lamb030
Fa Claes					https://www.dbnl.org/auteurs/auteur.php?id=clae006	clae006
Roland Jooris	22 juli 1936	Wetteren			https://www.dbnl.org/auteurs/auteur.php?id=joor001	joor001
Hedwig Speliers	12 juni 1935	Diksmuide			https://www.dbnl.org/auteurs/auteur.php?id=spel001	spel001
Luc Verbeke	24 februari 1924	Wakken	30 september 2013	Waregem	https://www.dbnl.org/auteurs/auteur.php?id=verb013	verb013
Joris Delameillieure	20ste eeuw		21ste eeuw		https://www.dbnl.org/auteurs/auteur.php?id=dela043	dela043
Miguel de Unamuno	1864		1936		https://www.dbnl.org/auteurs/auteur.php?id=unam001	unam001
Willy Spillebeen	30 december 1932	Westrozebeke			https://www.dbnl.org/auteurs/auteur.php?id=spil001	spil001
Robin Hannelore	21 maart 1937	Pulle			https://www.dbnl.org/auteurs/auteur.php?id=hann001	hann001
Anthony Jansen	1621	Goes	6 juni 1696	Bloemendaal	https://www.dbnl.org/auteurs/auteur.php?id=jans004	jans004
Ludo Simons	29 juli 1939	Turnhout			https://www.dbnl.org/auteurs/auteur.php?id=simo015	simo015
Fernand Auwera	26 november 1929	Antwerpen	27 oktober 2015		https://www.dbnl.org/auteurs/auteur.php?id=auwe002	auwe002
Luc Clerinx					https://www.dbnl.org/auteurs/auteur.php?id=cler020	cler020
J. Brants	16de eeuw	Hertogenbosch			https://www.dbnl.org/auteurs/auteur.php?id=bran108	bran108
Reginald De Schryver	15 november 1932	Gent	16 november 2012		https://www.dbnl.org/auteurs/auteur.php?id=schr061	schr061
Ernest Schepens	7 maart 1940	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=sche356	sche356
Frans Kuipers	1942				https://www.dbnl.org/auteurs/auteur.php?id=kuip011	kuip011
Luk Adriaens	1946				https://www.dbnl.org/auteurs/auteur.php?id=adri003	adri003
Julien Vangansbeke	5 februari 1936	Drongen			https://www.dbnl.org/auteurs/auteur.php?id=vang001	vang001
H. van Gorp	4 maart 1935	Herentals			https://www.dbnl.org/auteurs/auteur.php?id=gorp001	gorp001
Frans de Haes	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=haes029	haes029
Paul Vanderschaeghe	28 november 1930				https://www.dbnl.org/auteurs/auteur.php?id=vand028	vand028
Leo Pleysier	28 mei 1945	Rijkevorsel			https://www.dbnl.org/auteurs/auteur.php?id=pley001	pley001
Jef van Gool	15 november 1950	Horendonk (bij Essen)			https://www.dbnl.org/auteurs/auteur.php?id=gool003	gool003
J. Goossens	1944				https://www.dbnl.org/auteurs/auteur.php?id=goos014	goos014
Jozef Boets	11 juli 1922	Lommel	27 oktober 2012	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=boet001	boet001
Luuk Gruwez	9 augustus 1953	Kortrijk			https://www.dbnl.org/auteurs/auteur.php?id=gruw001	gruw001
Alstein	18 maart 1947	Wilrijk, Antwerpen			https://www.dbnl.org/auteurs/auteur.php?id=alst001	alst001
Frans Deschoemaeker	8 september 1954	Kortrijk			https://www.dbnl.org/auteurs/auteur.php?id=desc002	desc002
Lucienne Stassaert	10 februari 1936	Antwerpen			https://www.dbnl.org/auteurs/auteur.php?id=stas001	stas001
Aleidis Dierick	27 juli 1932	Borgerhout			https://www.dbnl.org/auteurs/auteur.php?id=dier002	dier002
Rita Ghesquiere	18 augustus 1947	Menen	12 maart 2018	Leuven	https://www.dbnl.org/auteurs/auteur.php?id=ghes002	ghes002
José Lambert	1941				https://www.dbnl.org/auteurs/auteur.php?id=lamb027	lamb027
Wilfried Adams	23 november 1947	Leuven	13 januari 2008	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=adam005	adam005
Frans Depeuter	4 april 1937	Lichtaart			https://www.dbnl.org/auteurs/auteur.php?id=depe001	depe001
Chris Coppens	1948				https://www.dbnl.org/auteurs/auteur.php?id=copp038	copp038
Johanna Kruit	14 december 1940	Zoutelande			https://www.dbnl.org/auteurs/auteur.php?id=krui008	krui008
Lisette Keustermans	1941				https://www.dbnl.org/auteurs/auteur.php?id=keus002	keus002
Willy Balyon	10 juli 1927	Den Haag	21 juni 2000	Heerlen	https://www.dbnl.org/auteurs/auteur.php?id=baly001	baly001
W.F. Jonckheere	1938				https://www.dbnl.org/auteurs/auteur.php?id=jonc011	jonc011
Patricia Lasoen	25 september 1948	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=laso001	laso001
Piet van Aken	15 februari 1920	Terhagen	3 mei 1984	Antwerpen	https://www.dbnl.org/auteurs/auteur.php?id=aken004	aken004
J.P. Heyen	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=heye011	heye011
Hervé J. Casier	18 september 1943	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=casi001	casi001
Hanna Kirsten	23 december 1847	Tielt		Brugge	https://www.dbnl.org/auteurs/auteur.php?id=kirs003	kirs003
Dirk Verbruggen	16 januari 1951	Mechelen	13 april 2009	Mechelen	https://www.dbnl.org/auteurs/auteur.php?id=verb024	verb024
Jozef de Vos	1945				https://www.dbnl.org/auteurs/auteur.php?id=vos_063	vos_063
Hendrik Carette	17 december 1946	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=care002	care002
Marcel Janssens	28 februari 1932	Grembergen	11 juli 2013		https://www.dbnl.org/auteurs/auteur.php?id=jans064	jans064
Jaak De Maere	1942	Puivelde-Belsele			https://www.dbnl.org/auteurs/auteur.php?id=maer020	maer020
Philip Vermoortel	27 december 1955	Assebroek/Brugge			https://www.dbnl.org/auteurs/auteur.php?id=verm039	verm039
Elke Brems	1971	Leuven			https://www.dbnl.org/auteurs/auteur.php?id=brem021	brem021
Bernard Verstraete	18 september 1946	Zwevegem			https://www.dbnl.org/auteurs/auteur.php?id=vers043	vers043
Jo Gisekin	14 mei 1942	Gent			https://www.dbnl.org/auteurs/auteur.php?id=gise001	gise001
Robert Lagrain	9 mei 1928	Wingene	24 januari 1999	Brugge	https://www.dbnl.org/auteurs/auteur.php?id=lagr001	lagr001
Koen Vermeiren	18 december 1953				https://www.dbnl.org/auteurs/auteur.php?id=verm018	verm018
Marcel de Smedt	1948				https://www.dbnl.org/auteurs/auteur.php?id=smed005	smed005
Mark Kinet	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=kine001	kine001
Katrien Desiere	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=desi004	desi004
Willem de Groot	10 februari 1597	Delft	12 maart 1662	Delft	https://www.dbnl.org/auteurs/auteur.php?id=groo030	groo030
Chris de Stoop	1958				https://www.dbnl.org/auteurs/auteur.php?id=stoo006	stoo006
G. Geerts	1935				https://www.dbnl.org/auteurs/auteur.php?id=geer016	geer016
Johan Corveleijn	19 december 1948	Oostende			https://www.dbnl.org/auteurs/auteur.php?id=corv014	corv014
A.B. de Cooman	1949				https://www.dbnl.org/auteurs/auteur.php?id=coom002	coom002
Stefaan Evenepoel	1958	Strijtem			https://www.dbnl.org/auteurs/auteur.php?id=even007	even007
Rudolf van de Perre	27 juli 1934				https://www.dbnl.org/auteurs/auteur.php?id=perr002	perr002
Patricia vanden Bulcke	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=bulc007	bulc007
Charles Ducal	3 april 1952	Leuven			https://www.dbnl.org/auteurs/auteur.php?id=duca001	duca001
Vic Nachtergaele	1935				https://www.dbnl.org/auteurs/auteur.php?id=nach012	nach012
Willy Vanhaelewijn	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vanh068	vanh068
Jan van Coillie	5 januari 1957	Tielt			https://www.dbnl.org/auteurs/auteur.php?id=coil001	coil001
Hans de Greve	1963				https://www.dbnl.org/auteurs/auteur.php?id=grev002	grev002
Michelangelo	1475		1564		https://www.dbnl.org/auteurs/auteur.php?id=mich095	mich095
Lieven de Cauter	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=caut001	caut001
Lenze L. Bouwers	16 mei 1940	Breezand			https://www.dbnl.org/auteurs/auteur.php?id=bouw001	bouw001
Lionel Deflo	31 januari 1940	Menen			https://www.dbnl.org/auteurs/auteur.php?id=defl002	defl002
Bernard Dewulf	30 januari 1960	Brussel			https://www.dbnl.org/auteurs/auteur.php?id=dewu001	dewu001
Erik Spinoy	22 mei 1960	Sint-Niklaas			https://www.dbnl.org/auteurs/auteur.php?id=spin002	spin002
E. Dekker	1943				https://www.dbnl.org/auteurs/auteur.php?id=dekk026	dekk026
Gaby Leijnse	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=leij013	leij013
Jeroen De Rycker	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=ryck033	ryck033
Luc Lamote	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=lamo015	lamo015
Jacob Baert	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=baer088	baer088
Roger Devriendt	14 september 1948				https://www.dbnl.org/auteurs/auteur.php?id=devr001	devr001
Frans de Clercq	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=cler080	cler080
Toine Hovens	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=hove063	hove063
Ernst van Altena	11 december 1933	Amsterdam	16 juni 1999	Landsmeer	https://www.dbnl.org/auteurs/auteur.php?id=alte001	alte001
Paul Koeck	20 augustus 1940	Boom			https://www.dbnl.org/auteurs/auteur.php?id=koec001	koec001
Eric Derluyn	17 november 1943	Roeselare			https://www.dbnl.org/auteurs/auteur.php?id=derl001	derl001
Marleen de Crée-Roex	1941				https://www.dbnl.org/auteurs/auteur.php?id=cree001	cree001
Julien Vermeulen	1953	Roeselare			https://www.dbnl.org/auteurs/auteur.php?id=verm144	verm144
Dirk Christiaens	1 maart 1942				https://www.dbnl.org/auteurs/auteur.php?id=chri006	chri006
Mark de Bie	5 februari 1939				https://www.dbnl.org/auteurs/auteur.php?id=bie_002	bie_002
Luc Vanhaecke	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vanh067	vanh067
Ger Schmook	17 augustus 1898				https://www.dbnl.org/auteurs/auteur.php?id=schm018	schm018
Maurits Schuyten	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=schu317	schu317
Annie Verhaeghe	1960				https://www.dbnl.org/auteurs/auteur.php?id=verh114	verh114
Bies van Ede	27 april 1957	Badhoevedorp			https://www.dbnl.org/auteurs/auteur.php?id=ede_001	ede_001
Karel Porteman	20 juni 1938	Gullegem			https://www.dbnl.org/auteurs/auteur.php?id=port004	port004
Frank Pollet	5 juli 1959	Sint-Niklaas			https://www.dbnl.org/auteurs/auteur.php?id=poll003	poll003
Dirk de Geest	1957	Oostende			https://www.dbnl.org/auteurs/auteur.php?id=gees003	gees003
Jan Flamend	1959				https://www.dbnl.org/auteurs/auteur.php?id=flam011	flam011
Kees Vellekoop	10 november 1940	Rotterdam			https://www.dbnl.org/auteurs/auteur.php?id=vell001	vell001
Frank Willaert	24 mei 1952	Veurne			https://www.dbnl.org/auteurs/auteur.php?id=will001	will001
Martine de Clercq	1951				https://www.dbnl.org/auteurs/auteur.php?id=cler012	cler012
Mark Van Tongele	1956				https://www.dbnl.org/auteurs/auteur.php?id=tong001	tong001
Elisabeth Marain	24 mei 1943	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=mara001	mara001
Elisabeth Leijnse	1961				https://www.dbnl.org/auteurs/auteur.php?id=leij005	leij005
J.L. Weverbergh	26 mei 1930	Antwerpen			https://www.dbnl.org/auteurs/auteur.php?id=weve004	weve004
Marc Reynebeau	6 mei 1956	Kalemie			https://www.dbnl.org/auteurs/auteur.php?id=reyn005	reyn005
Frans Berkelmans	1930				https://www.dbnl.org/auteurs/auteur.php?id=berk067	berk067
Karel Roelants	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=roel119	roel119
Anne van Herreweghen	1948	Ninove			https://www.dbnl.org/auteurs/auteur.php?id=herr033	herr033
Luc Renders	1948				https://www.dbnl.org/auteurs/auteur.php?id=rend003	rend003
Koenraad Goudeseune	23 februari 1965	Ieper			https://www.dbnl.org/auteurs/auteur.php?id=goud003	goud003
Hugo Heyens	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=heye012	heye012
Gilbert Swimberghe	14 mei 1927	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=swim002	swim002
Marc Potiau	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=poti001	poti001
Dante Alighieri	mei/juni 1265	Florence	14 september 1321	Ravenna	https://www.dbnl.org/auteurs/auteur.php?id=dant001	dant001
Luk Lambrechts	1959				https://www.dbnl.org/auteurs/auteur.php?id=lamb097	lamb097
Ray Gilles	15 juni 1923	Leuven			https://www.dbnl.org/auteurs/auteur.php?id=gill052	gill052
Guido De Bruyn	1955	Asse			https://www.dbnl.org/auteurs/auteur.php?id=bruy030	bruy030
Philips Koninck	1619	Amsterdam	6 oktober 1688	Amsterdam	https://www.dbnl.org/auteurs/auteur.php?id=koni100	koni100
Roger Vansevenant	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=vans014	vans014
D. Delabastita	14 maart 1960	Leuven			https://www.dbnl.org/auteurs/auteur.php?id=dela012	dela012
Urbain Marin	1945				https://www.dbnl.org/auteurs/auteur.php?id=mari119	mari119
Jef Snauwaert	1949				https://www.dbnl.org/auteurs/auteur.php?id=snau002	snau002
J.J. Roest van Alkemade	15 april (gedoopt) 1783		17 december 1811	Modena	https://www.dbnl.org/auteurs/auteur.php?id=roes019	roes019
Piet Couttenier	1947				https://www.dbnl.org/auteurs/auteur.php?id=cout003	cout003
J. van Iseghem	1952	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=iseg001	iseg001
Ivo Michiels	8 januari 1923	Mortsel	7 oktober 2012	Le Barroux	https://www.dbnl.org/auteurs/auteur.php?id=mich015	mich015
Gaston de Mey	1 augustus 1933	Kaprijke			https://www.dbnl.org/auteurs/auteur.php?id=mey_026	mey_026
Jo Tollebeek	3 oktober 1960	Mechelen			https://www.dbnl.org/auteurs/auteur.php?id=toll011	toll011
Maurits van Saene	1919	Ninove	22 januari 2000		https://www.dbnl.org/auteurs/auteur.php?id=saen005	saen005
Bert Govaerts	1952				https://www.dbnl.org/auteurs/auteur.php?id=gova003	gova003
Joris Gerits	6 september 1943	Vilvoorde	26 juli 2016	Bonheiden	https://www.dbnl.org/auteurs/auteur.php?id=geri004	geri004
Jean-Luc Lambreghts	1965				https://www.dbnl.org/auteurs/auteur.php?id=lamb031	lamb031
Toon Saelens	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=sael004	sael004
Bart Vonck	27 februari 1957	Brugge			https://www.dbnl.org/auteurs/auteur.php?id=vonc001	vonc001
Jean-Paul den Haerynck	1955	Oudenaarde			https://www.dbnl.org/auteurs/auteur.php?id=haer004	haer004
J. Hoogteijling	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=hoog031	hoog031
Bert Bevers	1954				https://www.dbnl.org/auteurs/auteur.php?id=beve003	beve003
Gilbert Decock	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=deco024	deco024
Rino Feys	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=feys006	feys006
Emile Clemens	1954				https://www.dbnl.org/auteurs/auteur.php?id=clem002	clem002
Raf Coorevits	20ste eeuw				https://www.dbnl.org/auteurs/auteur.php?id=coor016	coor016
Patrick Cornillie	11 april 1961	Roeselare			https://www.dbnl.org/auteurs/auteur.php?id=corn015	corn015
